거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"31,000",,1995,2016,긴고랑로15길,00032,00000,11215,01,0,4112084,중곡동,0609,0000,11215,10100,1,삼민,5,25,11215-84,79.14,,609,11215,1,,
"22,400",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,5,30,11215-88,57.88,,191-77,11215,4,,
"60,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,2,11215-25,84.91,,611,11215,11,,
"41,000",,2015,2016,천호대로,00671,00000,11215,03,0,2000008,구의동,0665,0000,11215,10300,1,파크타운,5,2,11215-3742,59.6,,665,11215,7,,
"54,200",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,2,11215-25,84.91,,611,11215,3,,
"60,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,3,11215-25,84.88,,611,11215,13,,
"60,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,3,11215-25,84.91,,611,11215,7,,
"58,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,3,11215-25,84.91,,611,11215,15,,
"23,400",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,6,11,11215-88,57.88,,191-77,11215,2,,
"26,000",,2002,2016,긴고랑로,00149,00000,11215,01,0,3104006,중곡동,0068,0006,11215,10100,1,대영(68-6),6,21,11215-89,57.94,,68-6,11215,2,,
"32,900",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,6,22,11215-85,84.98,,681,11215,8,,
"11,000",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,6,23,11215-3170,17.71,,699,11215,5,,
"23,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,28,11215-100,55.87,,190-26,11215,1,,
"71,000",,2001,2016,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,6,1,11215-29,132.77,,199-18,11215,15,,
"49,000",,2000,2016,자양로26길,00071,00000,11215,01,0,4112430,구의동,0656,0000,11215,10300,1,새한,6,1,11215-30,84.91,,656,11215,1,,
"46,000",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,6,2,11215-33,59.82,,631-1,11215,2,,
"57,100",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,6,3,11215-25,84.88,,611,11215,13,,
"59,500",,1994,2016,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,6,3,11215-26,84.92,,610,11215,18,,
"19,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,7,19,11215-88,48.5,,191-77,11215,5,,
"23,500",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,7,21,11215-88,57.88,,191-77,11215,3,,
"36,100",,2002,2016,영화사로,00058,00000,11215,01,0,3104008,중곡동,0109,0002,11215,10100,1,삼성로얄3,7,21,11215-91,77.22,,109-2,11215,7,,
"32,600",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,7,25,11215-87,58.43,,292,11215,17,,
"37,500",,2002,2016,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,7,27,11215-95,84.76,,683,11215,11,,
"59,700",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,1,11215-25,84.91,,611,11215,9,,
"50,000",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,7,2,11215-33,59.82,,631-1,11215,7,,
"48,900",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,7,2,11215-33,59.82,,631-1,11215,22,,
"53,500",,1992,2016,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,7,5,11215-24,84.76,,546-7,11215,8,,
"57,800",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,5,11215-25,84.86,,611,11215,27,,
"22,500",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,2,11215-100,55.9,,190-26,11215,4,,
"34,900",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,6,11215-85,84.98,,681,11215,17,,
"23,350",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,8,8,11215-88,57.88,,191-77,11215,1,,
"14,000",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,8,9,11215-3170,15.01,,699,11215,7,,
"35,000",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,15,11215-85,99.56,,681,11215,2,,
"23,300",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,8,16,11215-88,57.88,,191-77,11215,2,,
"22,500",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,18,11215-100,55.9,,190-26,11215,4,,
"41,000",,2004,2016,천호대로117길,00025,00000,11215,01,0,4112506,중곡동,0130,0001,11215,10100,1,그린트리,8,20,11215-122,84.3,,130-1,11215,6,,
"34,000",,2002,2016,영화사로,00058,00000,11215,01,0,3104008,중곡동,0109,0002,11215,10100,1,삼성로얄3,8,22,11215-91,77.22,,109-2,11215,2,,
"37,800",,2002,2016,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,8,26,11215-95,84.76,,683,11215,2,,
"19,500",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,3,11215-88,48.5,,191-77,11215,3,,
"32,500",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,9,10,11215-87,58.43,,292,11215,6,,
"19,200",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,10,11215-88,48.46,,191-77,11215,3,,
"18,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,12,11215-88,48.5,,191-77,11215,5,,
"15,000",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,9,12,11215-3170,17.71,,699,11215,4,,
"36,000",,2002,2016,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,9,17,11215-95,84.05,,683,11215,2,,
"24,500",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,9,17,11215-100,55.87,,190-26,11215,1,,
"23,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,20,11215-88,57.85,,191-77,11215,2,,
"12,990",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,9,23,11215-3170,15.69,,699,11215,3,,
"12,990",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,9,23,11215-3170,15.69,,699,11215,3,,
"40,000",,2003,2016,긴고랑로14길,00063,00000,11215,01,0,4112083,중곡동,0647,0001,11215,10100,1,삼보글로벌101동,10,1,11215-119,70.88,,647-1,11215,5,,
"21,200",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,3,11215-88,57.88,,191-77,11215,5,,
"39,000",,2009,2016,용마산로1길,00048,00000,11215,01,0,4112381,중곡동,0130,0005,11215,10100,1,주성AURA,10,8,11215-2782,67.76,,130-5,11215,5,,
"15,000",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,10,10,11215-3170,17.71,,699,11215,3,,
"36,500",,2005,2016,동일로,00354,00000,11215,01,0,3000001,중곡동,0252,0008,11215,10100,1,진흥아르미,10,11,11215-2435,84.96,,252-8,11215,2,,
"19,500",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,16,11215-88,48.46,,191-77,11215,5,,
"25,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,10,16,11215-100,55.87,,190-26,11215,5,,
"18,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,17,11215-88,48.46,,191-77,11215,3,,
"19,300",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,19,11215-88,48.5,,191-77,11215,1,,
"24,750",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,10,19,11215-100,55.87,,190-26,11215,1,,
"18,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,11,4,11215-88,48.46,,191-77,11215,3,,
"18,500",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,11,30,11215-88,58.08,,191-77,11215,1,,
"65,000",,2009,2016,강변역로4길,00056,00000,11215,01,0,4112003,구의동,0547,0007,11215,10300,1,광진해모로리버뷰,11,4,11215-2776,93.39,,547-7,11215,10,,
"54,000",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,11,7,11215-33,59.82,,631-1,11215,23,,
"64,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,8,11215-25,84.86,,611,11215,14,,
"73,500",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,11,9,11215-33,84.99,,631-1,11215,24,,
"58,000",,1992,2016,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,11,12,11215-24,84.76,,546-7,11215,17,,
"73,300",,2001,2016,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,11,18,11215-29,144.51,,199-18,11215,15,,
"49,250",,2005,2016,구의로16길,00058,00000,11215,01,0,4112058,구의동,0205,0006,11215,10300,1,그레이스홈타운(101동),11,18,11215-2399,101.02,,205-6,11215,3,,
"60,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,19,11215-25,84.88,,611,11215,27,,
"21,800",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,12,10,11215-88,57.88,,191-77,11215,5,,
"32,000",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,12,12,11215-85,84.98,,681,11215,24,,
"34,300",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,12,12,11215-87,58.43,,292,11215,11,,
"20,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,12,17,11215-88,48.46,,191-77,11215,3,,
"35,000",,2003,2016,긴고랑로14길,00063,00000,11215,01,0,4112083,중곡동,0647,0001,11215,10100,1,삼보글로벌101동,12,26,11215-119,58.46,,647-1,11215,6,,
"14,900",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,12,28,11215-3170,17.71,,699,11215,4,,
"98,000",,2004,2016,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,12,1,11215-106,164.7228,,589-10,11215,9,,
"65,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,12,2,11215-25,84.91,,611,11215,22,,
"67,000",,2001,2016,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,12,3,11215-29,132.08,,199-18,11215,16,,
"57,000",,1994,2016,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,12,5,11215-26,84.92,,610,11215,5,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,1,3,11215-100,55.87,,190-26,11215,1,,
"45,500",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,1,7,11215-87,84.6,,292,11215,17,,
"19,000",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,1,10,11215-88,48.46,,191-77,11215,5,,
"29,600",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,1,11,11215-85,59.82,,681,11215,14,,
"29,600",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,1,11,11215-85,59.82,,681,11215,14,,
"46,000",,1996,2017,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,1,18,11215-86,154.08,,231-1,11215,7,,
"43,300",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,1,23,11215-87,84.6,,292,11215,15,,
"30,000",,2003,2017,광나루로46길,00052,00000,11215,01,0,4112035,구의동,0208,0052,11215,10300,1,우신,1,6,11215-114,76.5,,208-52,11215,1,,
"46,800",,1997,2017,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,1,11,11215-27,59.97,,587-54,11215,15,,
"117,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,12,11215-33,183.87,,631-1,11215,11,,
"18,800",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,2,4,11215-88,48.46,,191-77,11215,1,,
"34,800",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,8,11215-87,58.43,,292,11215,3,,
"22,900",,2002,2017,긴고랑로,00149,00000,11215,01,0,3104006,중곡동,0068,0006,11215,10100,1,대영(68-6),2,16,11215-89,57.94,,68-6,11215,5,,
"33,900",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,17,11215-87,58.43,,292,11215,13,,
"33,000",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,20,11215-85,84.98,,681,11215,3,,
"15,400",,2012,2017,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,2,23,11215-3170,17.71,,699,11215,2,,
"29,600",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,24,11215-85,59.82,,681,11215,22,,
"24,700",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,2,24,11215-100,55.87,,190-26,11215,2,,
"43,800",,2002,2017,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,2,25,11215-94,84.33,,133-9,11215,3,,
"43,800",,2002,2017,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,2,25,11215-94,84.33,,133-9,11215,3,,
"22,500",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,3,3,11215-100,55.87,,190-26,11215,2,,
"31,500",,1995,2017,긴고랑로15길,00032,00000,11215,01,0,4112084,중곡동,0609,0000,11215,10100,1,삼민,3,6,11215-84,59.4,,609,11215,6,,
"37,300",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,8,11215-87,66.96,,292,11215,13,,
"41,800",,2003,2017,긴고랑로14길,00069,00000,11215,01,0,4112083,중곡동,0647,0002,11215,10100,1,삼보글로벌102동,3,15,11215-2567,84.84,,647-2,11215,3,,
"34,600",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,17,11215-87,58.43,,292,11215,14,,
"44,800",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,17,11215-87,84.6,,292,11215,5,,
"50,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,27,11215-87,113.24,,292,11215,1,,
"73,300",,2001,2017,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,3,3,11215-29,144.51,,199-18,11215,19,,
"84,900",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,3,3,11215-106,150.6416,,589-10,11215,16,,
"58,000",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,3,4,11215-25,84.88,,611,11215,3,,
"27,800",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,4,1,11215-85,59.82,,681,11215,9,,
"28,500",,2002,2017,긴고랑로4길,00053,00000,11215,01,0,4112116,중곡동,0254,0012,11215,10100,1,호동,4,4,11215-96,69.36,,254-12,11215,2,,
"40,000",,2004,2017,용마산로5길,00066,00000,11215,01,0,4112404,중곡동,0135,0013,11215,10100,1,두리,4,5,11215-126,82.3,,135-13,11215,4,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,4,7,11215-100,55.87,,190-26,11215,4,,
"14,000",,2012,2017,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,4,10,11215-3170,15.69,,699,11215,3,,
"40,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,4,14,11215-87,84.6,,292,11215,1,,
"57,000",,1994,2017,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,4,1,11215-26,84.92,,610,11215,5,,
"53,400",,1997,2017,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,4,1,11215-27,84.99,,587-54,11215,8,,
"59,800",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,4,3,11215-25,84.88,,611,11215,27,,
"59,850",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,4,4,11215-25,84.75,,611,11215,14,,
"40,700",,2009,2017,용마산로1길,00048,00000,11215,01,0,4112381,중곡동,0130,0005,11215,10100,1,주성AURA,5,12,11215-2782,67.76,,130-5,11215,4,,
"46,500",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,15,11215-87,84.6,,292,11215,8,,
"35,600",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,16,11215-87,58.43,,292,11215,4,,
"40,100",,2005,2017,동일로,00354,00000,11215,01,0,3000001,중곡동,0252,0008,11215,10100,1,진흥아르미,5,16,11215-2435,84.96,,252-8,11215,5,,
"54,300",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,17,11215-87,113.24,,292,11215,19,,
"45,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,17,11215-87,84.6,,292,11215,10,,
"34,800",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,5,18,11215-85,84.98,,681,11215,14,,
"27,500",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,5,20,11215-85,59.82,,681,11215,8,,
"20,500",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,5,29,11215-88,48.46,,191-77,11215,4,,
"57,000",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,5,1,11215-25,84.75,,611,11215,1,,
"41,900",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,3,11215-87,84.6,,292,11215,1,,
"20,900",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,6,3,11215-88,48.46,,191-77,11215,4,,
"51,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,3,11215-87,84.6,,292,11215,12,,
"24,700",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,6,11215-100,55.87,,190-26,11215,1,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,6,11215-100,55.9,,190-26,11215,4,,
"50,800",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,9,11215-87,113.24,,292,11215,20,,
"20,300",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,6,13,11215-88,48.46,,191-77,11215,5,,
"24,750",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,20,11215-100,55.9,,190-26,11215,5,,
"39,300",,2003,2017,긴고랑로14길,00069,00000,11215,01,0,4112083,중곡동,0647,0002,11215,10100,1,삼보글로벌102동,6,24,11215-2567,66.09,,647-2,11215,3,,
"25,500",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,6,28,11215-100,55.9,,190-26,11215,4,,
"35,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,7,8,11215-87,58.43,,292,11215,8,,
"42,500",,2002,2017,자양로53길,00036,00000,11215,01,0,4112467,중곡동,0109,0009,11215,10100,1,삼성로얄,7,14,11215-123,84.53,,109-9,11215,4,,
"20,500",,1976,2017,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,7,15,11215-88,48.46,,191-77,11215,5,,
"24,900",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,7,15,11215-100,55.87,,190-26,11215,5,,
"37,800",,2017,2017,동일로,00380,00000,11215,00,0,3000001,중곡동,0238,0006,11215,10100,1,한영해시안아파트,7,26,11215-4220,57.02,,238-6,11215,10,,
"44,900",,1997,2017,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,7,1,11215-27,59.97,,587-54,11215,4,,
"82,000",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,7,1,11215-106,150.6416,,589-10,11215,13,,
"64,400",,1992,2017,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,7,3,11215-24,84.76,,546-7,11215,6,,
"42,500",,2003,2017,아차산로,00437,00000,11215,01,0,3000002,구의동,0244,0006,11215,10300,1,퓨전빌,7,3,11215-105,83.69,,244-6,11215,5,,
"82,500",,2004,2017,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,7,6,11215-106,132.0263,,589-10,11215,7,,
"36,000",,1998,2017,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,12,11215-85,84.98,,681,11215,21,,
"25,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,18,11215-100,55.87,,190-26,11215,5,,
"26,000",,1976,2017,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,23,11215-100,55.87,,190-26,11215,3,,
"13,000",,2012,2017,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,8,25,11215-3170,15.69,,699,11215,5,,
"74,500",,1996,2017,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,8,1,11215-25,84.91,,611,11215,11,,
"75,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,1,11215-33,84.99,,631-1,11215,20,,
"60,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,1,11215-33,59.82,,631-1,11215,17,,
"73,000",,2001,2017,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,8,2,11215-29,132.77,,199-18,11215,6,,
"85,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,2,11215-33,84.99,,631-1,11215,25,,
"58,000",,1997,2017,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,8,2,11215-33,59.82,,631-1,11215,3,,
"36,500",,2017,2017,동일로,00380,00000,11215,00,0,3000001,중곡동,0238,0006,11215,10100,1,한영해시안아파트,9,1,11215-4220,58.1,,238-6,11215,3,,
"28,000",,2002,2017,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,9,4,11215-93,76.38,,109-13,11215,4,,
"53,000",,1999,2017,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,9,8,11215-87,113.24,,292,11215,6,,
