거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"14,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,1,7,11215-3170,16.81,,699,11215,8,,
"34,800",,2002,2015,자양로53길,00036,00000,11215,01,0,4112467,중곡동,0109,0009,11215,10100,1,삼성로얄,1,14,11215-123,84.53,,109-9,11215,4,,
"30,000",,2003,2015,긴고랑로14길,00063,00000,11215,01,0,4112083,중곡동,0647,0001,11215,10100,1,삼보글로벌101동,1,20,11215-119,58.46,,647-1,11215,6,,
"60,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,3,11215-33,84.99,,631-1,11215,4,,
"56,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,1,5,11215-25,84.91,,611,11215,4,,
"34,500",,2003,2015,광나루로54길,00013,00000,11215,01,0,4112039,구의동,0198,0004,11215,10300,1,광남캐스빌(198-4),1,5,11215-38,83.99,,198-4,11215,5,,
"55,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,5,11215-33,84.99,,631-1,11215,18,,
"47,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,5,11215-33,59.82,,631-1,11215,21,,
"43,500",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,5,11215-33,59.82,,631-1,11215,16,,
"55,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,1,5,11215-25,84.75,,611,11215,6,,
"34,500",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,2,7,11215-95,84.05,,683,11215,9,,
"29,000",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,9,11215-87,58.43,,292,11215,17,,
"29,700",,2002,2015,긴고랑로4길,00053,00000,11215,01,0,4112116,중곡동,0254,0012,11215,10100,1,호동,2,11,11215-96,69.36,,254-12,11215,4,,
"29,800",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,12,11215-87,58.43,,292,11215,10,,
"29,300",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,14,11215-87,58.43,,292,11215,10,,
"32,900",,2002,2015,자양로53길,00036,00000,11215,01,0,4112467,중곡동,0109,0009,11215,10100,1,삼성로얄,2,14,11215-123,78.66,,109-9,11215,6,,
"31,000",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,2,14,11215-95,78,,683,11215,2,,
"21,000",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,2,16,11215-88,57.88,,191-77,11215,2,,
"41,850",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,2,21,11215-87,84.6,,292,11215,5,,
"30,700",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,28,11215-85,84.98,,681,11215,12,,
"39,300",,2002,2015,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,3,5,11215-94,84.91,,133-9,11215,1,,
"12,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,3,9,11215-3170,14.5,,699,11215,8,,
"34,300",,2007,2015,능동로48길,00049,00000,11215,01,0,4112164,중곡동,0035,0010,11215,10100,1,웰빙,3,18,11215-2487,83.43,,35-10,11215,3,,
"25,700",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,3,21,11215-85,59.82,,681,11215,14,,
"50,000",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,21,11215-87,113.24,,292,11215,2,,
"34,000",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,3,23,11215-95,84.05,,683,11215,6,,
"35,000",,2003,2015,영화사로7길,00004,00000,11215,01,0,4112372,중곡동,0107,0004,11215,10100,1,삼보드림,3,23,11215-116,82.44,,107-4,11215,6,,
"19,500",,2003,2015,능동로,00437,00000,11215,01,0,3104007,중곡동,0168,0001,11215,10100,1,에이탑,3,25,11215-147,52.49,,168-1,11215,6,,
"29,400",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,3,28,11215-87,58.43,,292,11215,13,,
"25,200",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,3,30,11215-85,59.82,,681,11215,22,,
"33,500",,2007,2015,능동로48길,00049,00000,11215,01,0,4112164,중곡동,0035,0010,11215,10100,1,웰빙,4,1,11215-2487,83.43,,35-10,11215,4,,
"30,700",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,4,3,11215-85,84.98,,681,11215,15,,
"32,000",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,4,4,11215-85,84.98,,681,11215,13,,
"22,500",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,4,6,11215-100,55.87,,190-26,11215,1,,
"22,400",,2002,2015,긴고랑로,00149,00000,11215,01,0,3104006,중곡동,0068,0006,11215,10100,1,대영(68-6),4,21,11215-89,56.28,,68-6,11215,4,,
"45,000",,1996,2015,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,4,23,11215-86,156.03,,231-1,11215,3,,
"28,900",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,4,23,11215-87,58.43,,292,11215,5,,
"17,800",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,4,25,11215-88,48.46,,191-77,11215,5,,
"33,500",,2001,2015,천호대로118길,00010,00000,11215,01,0,4112507,능동,0246,0011,11215,10200,1,(246-11),4,17,11215-185,80.47,,246-11,11215,2,,
"48,800",,2000,2015,자양로26길,00071,00000,11215,01,0,4112430,구의동,0656,0000,11215,10300,1,새한,4,2,11215-30,84.91,,656,11215,9,,
"27,800",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,4,11215-87,58.43,,292,11215,1,,
"40,600",,2009,2015,용마산로1길,00048,00000,11215,01,0,4112381,중곡동,0130,0005,11215,10100,1,주성AURA,5,6,11215-2782,68.99,,130-5,11215,6,,
"43,000",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,5,8,11215-87,84.6,,292,11215,13,,
"24,000",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,5,12,11215-100,55.87,,190-26,11215,3,,
"35,000",,2004,2015,천호대로117길,00025,00000,11215,01,0,4112506,중곡동,0130,0001,11215,10100,1,그린트리,5,12,11215-122,84.87,,130-1,11215,3,,
"20,000",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,5,12,11215-100,55.87,,190-26,11215,5,,
"13,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,5,20,11215-3170,15.69,,699,11215,6,,
"25,500",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,5,23,11215-85,59.82,,681,11215,16,,
"26,400",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,5,30,11215-85,59.82,,681,11215,20,,
"48,800",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,5,1,11215-33,59.82,,631-1,11215,23,,
"36,000",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,6,4,11215-95,84.76,,683,11215,9,,
"13,700",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,6,4,11215-3170,18.12,,699,11215,6,,
"29,900",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,5,11215-87,58.43,,292,11215,9,,
"28,900",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,17,11215-87,58.43,,292,11215,4,,
"26,000",,2003,2015,능동로,00437,00000,11215,01,0,3104007,중곡동,0168,0001,11215,10100,1,에이탑,6,18,11215-147,66.42,,168-1,11215,1,,
"29,900",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,6,22,11215-87,58.43,,292,11215,19,,
"49,000",,1996,2015,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,6,23,11215-86,156.03,,231-1,11215,4,,
"13,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,6,23,11215-3170,15.01,,699,11215,7,,
"38,600",,2002,2015,영화사로,00058,00000,11215,01,0,3104008,중곡동,0109,0002,11215,10100,1,삼성로얄3,6,24,11215-91,83.07,,109-2,11215,4,,
"21,600",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,6,27,11215-88,57.88,,191-77,11215,3,,
"35,600",,2002,2015,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,7,1,11215-93,83.01,,109-13,11215,4,,
"25,900",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,7,5,11215-85,59.82,,681,11215,14,,
"15,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,7,6,11215-3170,18.12,,699,11215,6,,
"34,800",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,7,11,11215-95,84.79,,683,11215,2,,
"38,400",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,7,21,11215-95,84.79,,683,11215,4,,
"36,000",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,7,25,11215-95,84.76,,683,11215,12,,
"30,000",,1995,2015,긴고랑로15길,00032,00000,11215,01,0,4112084,중곡동,0609,0000,11215,10100,1,삼민,7,30,11215-84,73.56,,609,11215,3,,
"60,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,7,2,11215-25,84.91,,611,11215,8,,
"55,800",,1994,2015,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,7,3,11215-26,84.92,,610,11215,2,,
"50,200",,1994,2015,구의강변로,00094,00000,11215,00,,3104003,구의동,0610,0000,11215,10300,1,구의현대6단지,7,3,11215-26,84.92,,610,11215,1,,
"25,000",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,3,11215-85,59.82,,681,11215,3,,
"36,000",,2002,2015,동일로76가길,00017,00000,11215,01,0,4112232,중곡동,0683,0000,11215,10100,1,중곡동광덕,8,10,11215-95,84.05,,683,11215,12,,
"36,500",,2004,2015,용마산로5길,00066,00000,11215,01,0,4112404,중곡동,0135,0013,11215,10100,1,두리,8,15,11215-126,82.3,,135-13,11215,1,,
"15,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,8,17,11215-3170,17.71,,699,11215,3,,
"42,300",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,8,22,11215-87,84.6,,292,11215,3,,
"25,000",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,8,25,11215-100,55.87,,190-26,11215,3,,
"31,500",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,26,11215-85,84.98,,681,11215,6,,
"41,300",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,8,27,11215-87,84.6,,292,11215,6,,
"26,100",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,8,29,11215-85,59.82,,681,11215,8,,
"74,000",,2001,2015,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,8,1,11215-29,156.73,,199-18,11215,12,,
"37,500",,2004,2015,자양로53길,00033,00000,11215,01,0,4112467,중곡동,0110,0033,11215,10100,1,예다움,9,1,11215-124,84.71,,110-33,11215,6,,
"31,500",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,9,2,11215-87,58.43,,292,11215,5,,
"39,000",,2004,2015,용마산로5길,00066,00000,11215,01,0,4112404,중곡동,0135,0013,11215,10100,1,두리,9,2,11215-126,82.3,,135-13,11215,5,,
"19,000",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,3,11215-88,48.46,,191-77,11215,4,,
"22,800",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,9,10,11215-88,57.88,,191-77,11215,1,,
"26,900",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,9,12,11215-85,59.82,,681,11215,23,,
"24,700",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,9,12,11215-100,55.87,,190-26,11215,3,,
"26,500",,2002,2015,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,9,18,11215-93,53.91,,109-13,11215,6,,
"59,800",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,9,2,11215-25,84.86,,611,11215,13,,
"59,400",,2002,2015,구의강변로,00084,00000,11215,01,0,3104003,구의동,0658,0000,11215,10300,1,세양,9,2,11215-31,84.32,,658,11215,11,,
"27,800",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,10,7,11215-87,58.43,,292,11215,1,,
"34,300",,2007,2015,능동로48길,00049,00000,11215,01,0,4112164,중곡동,0035,0010,11215,10100,1,웰빙,10,16,11215-2487,83.43,,35-10,11215,2,,
"18,800",,1976,2015,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,10,20,11215-88,48.46,,191-77,11215,3,,
"26,100",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,10,27,11215-85,59.82,,681,11215,10,,
"50,000",,1997,2015,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,10,1,11215-27,84.99,,587-54,11215,2,,
"45,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,10,2,11215-33,59.82,,631-1,11215,9,,
"60,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,10,3,11215-25,84.91,,611,11215,21,,
"42,500",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,10,3,11215-33,59.82,,631-1,11215,2,,
"50,000",,1992,2015,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,10,5,11215-24,84.76,,546-7,11215,7,,
"64,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,10,5,11215-33,84.99,,631-1,11215,27,,
"24,800",,1976,2015,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,11,5,11215-100,55.87,,190-26,11215,1,,
"46,000",,1996,2015,면목로,00127,00000,11215,01,0,3005027,중곡동,0231,0001,11215,10100,1,신성그랜드타워,11,7,11215-86,156.03,,231-1,11215,7,,
"15,000",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,11,30,11215-3170,17.71,,699,11215,4,,
"13,500",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,11,30,11215-3170,15.69,,699,11215,5,,
"13,500",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,11,30,11215-3170,15.69,,699,11215,5,,
"58,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,1,11215-25,84.86,,611,11215,6,,
"64,800",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,11,2,11215-33,84.99,,631-1,11215,8,,
"36,300",,2009,2015,영화사로16길,00043,00000,11215,01,0,4112364,구의동,0662,0000,11215,10300,1,아차산한라아파트,11,2,11215-2781,60.39,,662,11215,6,,
"105,000",,2004,2015,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,11,2,11215-106,164.7228,,589-10,11215,20,,
"60,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,11,4,11215-25,84.91,,611,11215,22,,
"32,500",,1999,2015,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,12,1,11215-87,66.96,,292,11215,17,,
"43,300",,2002,2015,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,12,5,11215-94,84.91,,133-9,11215,2,,
"43,300",,2002,2015,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,12,5,11215-94,84.91,,133-9,11215,3,,
"34,800",,2002,2015,용마산로2길,00045,00000,11215,01,0,4112395,중곡동,0090,0018,11215,10100,1,욱현,12,17,11215-90,76.26,,90-18,11215,4,,
"34,000",,2002,2015,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,12,18,11215-93,76.38,,109-13,11215,3,,
"25,450",,1998,2015,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,12,29,11215-85,59.82,,681,11215,21,,
"13,900",,2012,2015,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,12,29,11215-3170,15.69,,699,11215,4,,
"99,000",,1997,2015,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,12,1,11215-33,126.66,,631-1,11215,8,,
"60,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,12,3,11215-25,84.91,,611,11215,12,,
"58,000",,1996,2015,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,12,4,11215-25,84.75,,611,11215,21,,
"18,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,1,6,11215-88,48.46,,191-77,11215,5,,
"31,900",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,1,23,11215-87,58.43,,292,11215,14,,
"40,000",,2015,2016,천호대로,00671,00000,11215,03,0,2000008,구의동,0665,0000,11215,10300,1,파크타운,1,4,11215-3742,59.6,,665,11215,3,,
"29,500",,2003,2016,광나루로46길,00052,00000,11215,01,0,4112035,구의동,0208,0052,11215,10300,1,우신,1,6,11215-114,74.19,,208-52,11215,1,,
"41,930",,2015,2016,천호대로,00671,00000,11215,03,0,2000008,구의동,0665,0000,11215,10300,1,파크타운,1,6,11215-3742,59.26,,665,11215,8,,
"60,000",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,1,7,11215-25,84.91,,611,11215,4,,
"77,000",,2004,2016,구의강변로,00064,00000,11215,01,0,3104003,구의동,0589,0010,11215,10300,1,아크로리버,1,7,11215-106,132.0263,,589-10,11215,9,,
"42,300",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,1,7,11215-33,59.82,,631-1,11215,1,,
"41,930",,2015,2016,천호대로,00671,00000,11215,03,0,2000008,구의동,0665,0000,11215,10300,1,파크타운,1,11,11215-3742,59.26,,665,11215,7,,
"56,200",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,1,12,11215-25,84.88,,611,11215,27,,
"24,300",,1995,2016,긴고랑로15길,00032,00000,11215,01,0,4112084,중곡동,0609,0000,11215,10100,1,삼민,2,5,11215-84,59.94,,609,11215,1,,
"23,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,2,11,11215-100,55.87,,190-26,11215,5,,
"30,000",,2002,2016,자양로53길,00040,00000,11215,01,0,4112467,중곡동,0109,0013,11215,10100,1,삼성로얄2,2,17,11215-93,76.38,,109-13,11215,2,,
"25,200",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,2,20,11215-85,59.82,,681,11215,4,,
"13,900",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,2,20,11215-3170,15.69,,699,11215,4,,
"38,450",,2004,2016,용마산로5길,00066,00000,11215,01,0,4112404,중곡동,0135,0013,11215,10100,1,두리,2,20,11215-126,82.3,,135-13,11215,2,,
"33,500",,2002,2016,용마산로2길,00045,00000,11215,01,0,4112395,중곡동,0090,0018,11215,10100,1,욱현,2,22,11215-90,75.08,,90-18,11215,3,,
"59,800",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,2,3,11215-25,84.91,,611,11215,20,,
"41,930",,2015,2016,천호대로,00671,00000,11215,03,0,2000008,구의동,0665,0000,11215,10300,1,파크타운,2,3,11215-3742,59.26,,665,11215,6,,
"55,800",,2002,2016,구의강변로,00084,00000,11215,01,0,3104003,구의동,0658,0000,11215,10300,1,세양,2,3,11215-31,84.32,,658,11215,3,,
"25,950",,1998,2016,동일로,00459,00000,11215,01,0,3000001,중곡동,0681,0000,11215,10100,1,성원,3,5,11215-85,59.82,,681,11215,19,,
"20,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,3,14,11215-88,48.5,,191-77,11215,2,,
"23,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,3,15,11215-100,55.87,,190-26,11215,5,,
"23,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,3,15,11215-100,55.87,,190-26,11215,5,,
"23,800",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,3,24,11215-100,55.87,,190-26,11215,3,,
"52,500",,2005,2016,아차산로,00451,00000,11215,01,0,3000002,구의동,0659,0000,11215,10300,1,세림리오빌,3,1,11215-2388,84.98,,659,11215,4,,
"44,000",,1992,2016,구의강변로,00042,00000,11215,01,0,3104003,구의동,0546,0007,11215,10300,1,구의강변우성아파트,3,2,11215-24,84.76,,546-7,11215,2,,
"5,000",,2015,2016,뚝섬로66길,00007,00000,11215,01,0,4112292,구의동,0596,0001,11215,10300,1,강변힐하우스,3,2,11215-3566,13.27,,596-1,11215,2,,
"12,000",,2015,2016,뚝섬로66길,00007,00000,11215,01,0,4112292,구의동,0596,0001,11215,10300,1,강변힐하우스,3,2,11215-3566,12.83,,596-1,11215,2,,
"54,900",,1996,2016,광나루로56길,00032,00000,11215,01,0,4112040,구의동,0611,0000,11215,10300,1,구의현대2단지,3,2,11215-25,84.75,,611,11215,16,,
"44,500",,2002,2016,용마산로1길,00084,00000,11215,01,0,4112381,중곡동,0133,0009,11215,10100,1,대영2동,4,7,11215-94,84.91,,133-9,11215,6,,
"12,440",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,4,13,11215-3170,14.5,,699,11215,8,,
"31,200",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,4,16,11215-87,58.43,,292,11215,17,,
"23,000",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,4,25,11215-100,55.87,,190-26,11215,4,,
"24,750",,1976,2016,긴고랑로1길,00055,00000,11215,01,0,4112088,중곡동,0190,0026,11215,10100,1,중곡2단지,4,27,11215-100,55.87,,190-26,11215,4,,
"43,000",,1999,2016,용마산로,00174,00000,11215,01,0,3005028,중곡동,0292,0000,11215,10100,1,에스케이,4,28,11215-87,84.6,,292,11215,5,,
"71,000",,2009,2016,강변역로4길,00056,00000,11215,01,0,4112003,구의동,0547,0007,11215,10300,1,광진해모로리버뷰,4,1,11215-2776,134.23,,547-7,11215,5,,
"53,500",,1997,2016,구의강변로3가길,00039,00000,11215,01,0,4112050,구의동,0587,0054,11215,10300,1,구의현대7단지현대홈타운,4,2,11215-27,84.99,,587-54,11215,6,,
"47,500",,1997,2016,광나루로56길,00029,00000,11215,01,0,4112040,구의동,0631,0001,11215,10300,1,현대프라임,4,2,11215-33,59.82,,631-1,11215,7,,
"49,800",,2001,2016,구의강변로,00106,00000,11215,01,0,3104003,구의동,0199,0018,11215,10300,1,삼성쉐르빌,4,2,11215-29,84.94,,199-18,11215,4,,
"16,500",,2012,2016,용마산로1길,00007,00000,11215,01,0,4112381,중곡동,0699,0000,11215,10100,1,욱현하이브Ⅲ,5,9,11215-3170,18.12,,699,11215,7,,
"18,000",,1976,2016,동일로72길,00017,00000,11215,01,0,4112230,중곡동,0191,0077,11215,10100,1,중곡1단지,5,17,11215-88,48.46,,191-77,11215,4,,
